"","time","mean_valssp_Acte","mean_valssp_ActeL","mean_valssp_ActeU","mean_valsfp_Acte","mean_valsfp_ActeL","mean_valsfp_ActeU","mean_valsdet_Acte","mean_valsdet_ActeL","mean_valsdet_ActeU","mean_valssp_Sumi","mean_valssp_SumiL","mean_valssp_SumiU","mean_valsfp_Sumi","mean_valsfp_SumiL","mean_valsfp_SumiU","mean_valsdet_Sumi","mean_valsdet_SumiL","mean_valsdet_SumiU"
"44",44,0.836816583572008,0.829012680549293,0.844436088460561,0.136018509026875,0.129677819477214,0.14277117766681,0.164761424057454,0.159265460281192,0.170331207377307,0.614556832213046,0.598911827438292,0.630303001994792,0.267261239782789,0.254367841139954,0.280547616695018,0.313613275571633,0.303894255027176,0.324323390200195
"45",45,0.835598588088594,0.827717780878916,0.843291329198893,0.137016767184217,0.13061428790386,0.143835444455124,0.163541283383385,0.158049715150305,0.16910689078361,0.612808550595179,0.597075302837882,0.628645919491503,0.26893304703256,0.255936304094825,0.282325048261095,0.312028058477795,0.302280590445095,0.322768420151214
"46",46,0.834373300877201,0.826415128168498,0.842139720716075,0.138021181306871,0.131556496797735,0.144906303595411,0.162328422364522,0.156841519077356,0.167889593615979,0.611057357812519,0.595236052252816,0.626985805095306,0.270611449800169,0.25751109829649,0.284109293931726,0.310447230045944,0.300671793327377,0.321217361150837
"47",47,0.833140705146431,0.82510470709243,0.840981245215307,0.1390317721649,0.13250446657012,0.145983775917257,0.161122823575603,0.155640851611667,0.166679301230944,0.609303294321575,0.593394123399435,0.625322692490992,0.272296425914772,0.25909220820279,0.285900323655202,0.308870814880828,0.299067888417711,0.319670237460536
"48",48,0.831900784485389,0.823786502789995,0.839815885208383,0.140048560338925,0.133458217486044,0.147067882008259,0.159924469228547,0.154447691936027,0.165475998627345,0.607546400867971,0.591549564289679,0.623656615636745,0.273987952552506,0.260679617714772,0.287698106624811,0.307298837210683,0.297468900024884,0.318127073020692
"49",49,0.83065352287026,0.822460500872876,0.838643623521401,0.141071566215599,0.134417769660459,0.148158642208697,0.158733341178952,0.153262018873874,0.164279670452202,0.605786718483048,0.589702423226434,0.621987608761797,0.275686006234353,0.262273310174167,0.289502611277447,0.305731320886906,0.295874852022825,0.316587891449976
"50",50,0.829398904670897,0.821126687432665,0.837464443300517,0.14210080998305,0.135383143054377,0.149256076606176,0.15754942093256,0.152083810896442,0.163090301006562,0.604024288480425,0.587852748798796,0.620315706364035,0.277390562824134,0.263873268360961,0.291313805292371,0.304168289383785,0.294285767850728,0.315052716044777
"51",51,0.828136914657431,0.819785049048383,0.836278328017703,0.143136311626282,0.136354357470988,0.15036020503024,0.156372689651713,0.150913046129875,0.161907874251336,0.60225915245248,0.586000589877289,0.618640943207556,0.279101597526601,0.265479474491034,0.293131655590118,0.302609765798291,0.292701670513245,0.313521569778681
"52",52,0.826867538006891,0.818435572794002,0.83508526147654,0.144178090922557,0.13733143255174,0.151471047046948,0.155203128161765,0.1497497023623,0.160732373813107,0.600491352266793,0.584145995609001,0.616963354320175,0.280819084885655,0.267091910213897,0.29495612833157,0.301055772849926,0.291122582580743,0.311994475301999
"53",53,0.825590760309837,0.817078246245974,0.83388522781802,0.145226167436738,0.13831438777239,0.152588621953423,0.154040716957477,0.148593757050864,0.159563782989934,0.598720930062512,0.582289015412663,0.615282974990879,0.282542998782676,0.268710556610503,0.29678718891718,0.299506332880634,0.289548526189636,0.310471454941347
"54",54,0.824306567577011,0.815713057490755,0.832678211526373,0.146280560516602,0.139303242439029,0.153712948772371,0.152885436209379,0.147445187328732,0.158402084757123,0.596947928246677,0.580429698973668,0.613599840767233,0.284273312434976,0.270335394191147,0.298624801986351,0.297961467854769,0.287979523042779,0.308952530699273
"55",55,0.823014946245989,0.814339995132328,0.831464197434907,0.147341289288128,0.140298015684077,0.154844046246566,0.151737265770103,0.146303970012041,0.157247261772982,0.595172389490479,0.578568096239018,0.611913987452739,0.286009998394368,0.271966402893456,0.300468931416987,0.296421199359123,0.286415594409941,0.307437724253933
"56",56,0.821715883187846,0.812959048299729,0.83024317073187,0.148408372650748,0.141298726462244,0.155981932833317,0.150596185180683,0.145170081606814,0.156099296384554,0.593394356725466,0.57670425741222,0.610225451104142,0.287753028545861,0.27360356208047,0.302319540325197,0.294885548603004,0.284856761128331,0.305927056958818
"57",57,0.820409365713827,0.811570206654555,0.829015116966319,0.149481829272579,0.14230539354647,0.157126626698895,0.149462173676824,0.144043498315835,0.154958170633326,0.591613873139688,0.574838232948115,0.608534268028692,0.289502374106478,0.275246850538807,0.304176591065167,0.293354536418382,0.283303043603201,0.304420549842523
"58",58,0.819095381582021,0.810173460398473,0.827780022054007,0.150561677585619,0.143318035523835,0.158278145712947,0.148335210195135,0.142924196045466,0.15382386626091,0.589830982173798,0.572970073547649,0.606840474781354,0.291258005624199,0.276896246476925,0.306040045229196,0.291828183260086,0.281754461808506,0.302918223608573
"59",59,0.817773919004042,0.808768800280715,0.826537872283283,0.151647935780917,0.144336670791439,0.159436507442871,0.147215273379331,0.14181215041244,0.152696364714705,0.588045727517086,0.571099830152589,0.605144108161973,0.293019892977034,0.27855172752348,0.307909863647904,0.290306509206054,0.28021103528764,0.301420098635286
"60",60,0.816444966651704,0.807356217605557,0.825288654321004,0.152740621803723,0.145361317552255,0.160601729148179,0.146102341586396,0.140707336750585,0.151575647153525,0.58625815310347,0.569227553940178,0.603445205212387,0.294788005372221,0.280213270725772,0.309786006390606,0.288789533957645,0.278672783154224,0.299926194975697
"61",61,0.815108513663703,0.805935704239788,0.824032355218447,0.153839753348601,0.146391993810963,0.161773827774829,0.144996392892712,0.139609730117518,0.150461694453207,0.584468303107426,0.567353296317737,0.601743803213499,0.296562311345557,0.281880852548294,0.311668432765854,0.287277276840005,0.277139724092962,0.298436532357513
"62",62,0.813764549652294,0.804507252620155,0.822768962417243,0.154945347854529,0.147428717369749,0.162952819949537,0.143897405100146,0.138519305301282,0.149354487212184,0.582676221939873,0.56547710891721,0.600039939682301,0.298342778760859,0.283554448871377,0.313557101322156,0.285769756802477,0.275611876360564,0.296951130183128
"63",63,0.812413064709959,0.803070855760792,0.821498463755308,0.156057422499963,0.148471505824083,0.164138721974065,0.142805355742107,0.137436036826937,0.148254005757031,0.580881954244004,0.56359904358966,0.598333652368843,0.300129374809561,0.285234034989932,0.31545196984887,0.284266992419085,0.274089257786724,0.295470007529676
"64",64,0.811054049416075,0.801626507260623,0.820220847472782,0.157175994197887,0.149520376558471,0.165331549819498,0.141720222089552,0.136359898963098,0.147160230147984,0.57908554489106,0.561719152399704,0.596624979253174,0.301922066010441,0.286919585612294,0.317352995377263,0.282769001889051,0.272571885775162,0.293993183149131
"65",65,0.809687494843571,0.800174201310743,0.818936102217973,0.158301079590836,0.150575346742187,0.166531319120491,0.140641981156962,0.135290865728425,0.146073140184421,0.577287038976068,0.559837487619906,0.594913958542216,0.303720818209493,0.288611074859172,0.319260134181759,0.281275803037376,0.271059777304724,0.29252067546846
"66",66,0.808313392565575,0.798713932701764,0.817644217053303,0.159432695045892,0.151636433324971,0.167738045169502,0.139570609708269,0.134228910898062,0.144992715410319,0.575486481813515,0.557954101725115,0.593200628666615,0.305525596579924,0.290308476262693,0.321173341781356,0.279787413315473,0.269552948930545,0.291052502589807
